text,label
ciscoallday bcarter youre right ill take girl right kim day u support hoe,1
ciscoallday fuck heat bandwagon riders know u sound like hoes mad man cheated fat booty bitch,1
ciscoallday miley really got knocked juicy j shit wild didnt say u say ratchet pussy juicy j cant,1
ciscoallday different dude every week might hoe jsno dont listen ladies dou,1
classicpict shit like retarded,1
coilegefessions finally got hot bitch dance came pants grinding lost chanceuwmadisonlmao,1
codeejames one ex cant seem get overltltlt cunt,1
codeinequeeeen im tired corny vines ugly faces stupid voices nigga shes sexy,1
coleycee lilaerii yhanaaaa dthang lmfaoooo bitch dont start okay bitch,1
coleycee lilaerii helloooo bitch bitch ones available,1
coleycee lilaerii upload pictures wat pictures bitch,1
comedianspank hoes shit u got em,1
commonblackgiri bitch thats ham face racheldority,1
commonblackgiri heres kids never found name anything souvenir store thanks mom ghetto name,0
commonmankfan thats mock drafts joke friendsanyone,0
condeezy gamehome alone nothing dosomeone come chill maybe go swimm ima ya bitch,1
crowdifornia agree fuck yes send illegal wetbacks home,1
cuffablepisces tony romo topqbs bitches,1
damnfucknee wana eat food drink liq go party bad bitch waitin nigga return,1
diycookery oreo cookies,0
djzeeti rt djzeeti black bitches turn buy hat act like jesus forgot fucking niggas park loooool,1
djdrac fuck driving stick gay fuck shit pussies say,1
dshmee tom brady slowly becoming washed nah weapons trash,0
dstacks aint got shit goin ya self bitch gone want,1
dalovebelow bdvglat drtruth yall bare hoes yall dnt care bout spent childhood wild hood,1
damino im afraid commitment hoe,1
dammitslimm ppl think webbie betta boosie jus retarded,1
damnimtall anybody gets traded straight brandon knight trash brandonjenningsbushalmighty,1
datbitchjay omarion ol girl w negative ass vibe hate mamas like hoe need,1
davethebrave like virgiliolla thinks im talking hoeshell nah lol bad forgot aint got hoes like vdawg,1
davethebrave wish stop crying bitch im omw back already haha,1
davethebrave watching attackoftitan adultswim bro han stealing tweet bitch ass nigga,1
dedicated wassup twitter wassup bitch,1
deepaul aint got type white bitches thing like dead,1
deeiiggee dog like scratches floor lays hes weird buddys normal weird bitch,1
deuce lakers kobe trash,0
devjayaintshit hoes aint loyal,1
dickfurari hell ya make malt liquor ads like dis heaven fo colored man,1
dipexyrichn hoe crying mugshot bruh,1
dittoguwop hoes passed around cleveland niggah,1
drmalvo woodslamar hidey hidey hoe white folk noyvous round coloreds,1
draketakecare dont listen talk maybe youll listen walk bitch still wont listen,1
dramadough narabprettyass crip bitches b dusty asf,1
drestiles drtruth buddy drug whole train lmao good extra ass hoes hate ny hoesme,1
dreamgirlsonly hoe bad,1
drummerkid reggie gives headaches niggah,1
dualwieldkatana get done running train bitch thats period thats nasty,1
duecedagod jefdabest im yu shit using linkedin work b lmfaoo bagging linkiden hoes lol,1
duhitsadrii bitch fresh,1
dukealexmoore malibus comeup news mean denna hoe even light skinedddd hahaha,1
duncanhines kbthree fck nigger lol jk bra,1
ebrchiefington dej loaf ever bitch wc today takes lil juice bitches want,1
edgarguillenjr lol good got nasty rednecks back take care business blakeanderson daltonryann serious,1
elgrillo islamic state suspects indonesia chinese uighurs uighur jihadis theyre prc tool,0
emoney west imjustdede ima whoop boy nothing bean head ass bitch,1
erikaj hazeldotcom hell naw rt dexluger wanna see yes loltrash hell,1
erikaj saw girl scratch private today mean dont fuck right pussy,1
erikaj killin tekken lies trash,1
fraternize want obsessed someone want someone obsessed methen u might kill bitch,1
fredosantana making plays slut bitch girlfriend u always rap back yet,1
fabianmleal im fucking tired ending night rips much hitting bitch,1
fliirtnextdoor yo pussy stank u wasnt raised correctlylmao,1
fliirtnextdoor phat pussy looks like scrotum,1
flyairwalker everybody entitled opinion tho bitch need shut amp sit fuck,1
foreverrrjadaaa huge nips scary scary,1
freakyabandoned mental asylum dallas texas go find hoe,1
freddiegibbs tea bag bitch pahahaha,1
freeblizzicbc posted pics everything life yall hoes would fall love dont kill em channing,1
friendlyasshle lbs aint thick bitch fucking warthog,1
friendlyasshle fat bitches needa stop biting lips take pictures yall look hungry sexy,1
friendlyasshle bitches looking first day school,1
fukkntyler lilaerii lightskin mf lmfaooo ight white bitch lol,1
fullacharisma happy hoes smhbetter denial,1
funnypicsdepot fucking white people bitch wut,1
funnypicsdepot seniors young side hoes gonna graduation like,1
funnypicsdepot realist bitch ever step foot soccer field every team bitch like,1
funnypicsdepot nigga aux cord playin trash shit jwilko,1
funnypicsdepot bitch middle look like daddy long leg,1
funnypicsdepot black bitches drive song come smichellelo,1
futurereich yall fucking coons,1
fxckashuk thekaosyatti aint gf lil nigguh stfu glory god lmfaooooooo,1
ganglandabby bitches want ah nigga,1
gfcrich beyonce amp kim kardashian problem sucking mans dick average looking broke bitches shouldnt neither,1
guccisaybur u say ur mermaid obviously means ur pussy fishy,1
ganderson im dres bitch tho,1
ganderson oh dogs pussy tight time loosen,1
gcoppo rt sharddagawd go eat pussy smells tangy,1
garricka ima block hoes outor block em either one lol,1
garytweets dogs birthday get bad bitch punny,1
gdoublet brianmc find loyal ho finntasticccc,1
giannenichole lakers really trash,0
giantraiderking nomaambundy fag tony,1
glitteredinpink west bored hell shoulda answered phone calls bitch rather bored,1
glitteredinpink west like needs hoe im breaking suck dick,1
glitteredinpink gotta fuck every race see dickpussy like best thot,1
godbodyream couldnt hit woman penis pussy dont care sexy rich,1
goldiemack treslyon goldiemack shit baltimore man hoes fine amp crazy,1
goldmind smoke good weed bad bitch,1
greatgawd name something trash cavs,0
greatscottnyc cant bitch living say brought michael kors need guys like,1
greaterthn bad bitches go fun ambernicolee,1
gregjons hope future wife ever might sleeping studying instead hoe right nigga shutcho asss,1
grumpycattalkin im sorry offended called bitch honestly thought knew,1
huhoes lmao lexy hoe lmfaooo,1
haifuckedyogirl eat pussy nd look like,1
haitiancocaine fml period cant pop pussy huh,1
harrysboylouis gtgt homecoming days ltlt bet u didnt even date bitch went say corner,1
hermoufpiece hating girl tho wish bitch hating song go,1
hertrumetier whatevaittakes bout get breasts reduction bitches wayso serious,1
hermosajayy bring anotha bitch nah,1
heykeifer golden oreos regular oreos yes,0
heykeifer oreos basically dirt circles cream true,0
hibye damn bitch always gets hit hottest guys n makes feel stupid uglyassayekay got called ego kill,1
highclasscapri whatevaittakes lmao minds well hoe aint mean like girl lol,1
highclasscapri whatevaittakes lmao definitely bout say dont front bitch shit freeway,1
highclasscapri whatevaittakes bitch hurry lolim hungry cant focus,1
highclasscapri whatevaittakes ohhhhh yes bitch yesssu ready,1
highclasscapri whatevaittakes woke bitches loli wasnt angry wit hoes,1
highclasscapri ima show ass tonight feel omgggg thinking shit bitch,1
highfromthes lot women claim yellow actually red color blind mother fuckas im yellow tho,1
hughspliffner j cole trash ive saying years fuck lol,1
humbleteej elisabethepps rating scale depends still wearing colored contacts naw,0
iamclatonbigsby bout ride horse come fuck yo bitchooh em tho,1
iamcream rt dontgetgrandhoe yall hoes going learn spell,1
iceom supurmario coolin nig timmytee voice uhhee iceom laugh,1
ighunnit yeah played yeah got wanted jokes daddy bitch,1
iixixiii honesty ask ugly hoe,1
iiiirb bouta let banko kno im goin ronneagle bitch,1
itsmeesperanza nhalegood hoes feel like photo didnt get enough favorites thats thirsty ass,1
idontkiara done w fuck niggas snip snip hoe stfu,1
iamjayla wbpoohx bol called girl bitchoharrd coo im tho,1
idliketocare idpetition wow putting whole manifesto using twitlonger canadian hey hoserhow many adopt,1
iifetip kit kat brownies making,0
imtoblame bruh rt priscocbs trent took yellow path,0
imaplainjane simplysoulful thought jay z would hit yeah known sockin bitch,1
isthatjamesbond bluntsnextdoor good pussy nigga like funniest thing ive ever seen tl,1
itslegzzyo yall fuckin trash yo directv man niggas gonna win skins trash,1
jlewyville global ambassador something put ppl des nuts hoe ahh nigga,1
jtlord boutta walk hoes,1
jabbcaesar amp bitches bound get hurt cause lotta niggas playinhell yeah,1
jaepoppa lol else common nigga hate sleeping heat summer birds,1
jaime thompsonera hannahalisee null bruh alive thats hans bitch died oh well fbd,1
jalapenobright hoe waited got make sextape chile oh lord,1
jalenrose im rich dave chappelle voice signed mlb ped users say bitch pussy,1
jalenhendricks inhertweets pjones bitch get outta dumb ass lmao,1
jasminephillies wulf bitch thank,1
jay liking pictures get follow ass bitches,1
jaygorgeous need beaniesjust ordered two true religion ones lol,0
jaystacks might fuck around fuck yo bitch eat ass steal youll real ass nigga,1
jaykay weather need flag today trying zip bitch tonight yessssirrrrr,1
jaydillz day unblock become man wont happen bitch idisrespecthoez lol,1
jennahord ambernicolee dreamgirl mckee ooh bet wooonnnttt stick dat hoe,1
jenneracosta sleep guys doesnt mean gonna fuck trust youre bitch denying pussy,1
jergucci dev real mvp thats wat ya bitch said finished,1
jestonaelives burnt pussy lips gal blue throwing,1
joebudden bad bitches bad start talking anyway preaching,1
johnelhadleyjr uncle charlie got thru lip singinghaha,0
juanndacut twitter rappers dm trash links,0
jukejuke lance stevenson gone leave indiana trash anyway,0
juliansantomaur hoes dick sweg learned best,1
juniormaye lot though attitudes pure trash teamwhitegirls swirltheworld,0
justkarahn whatido sit shit dnt sing hoe justkarahn noyess,1
justkarahn whatido though really hoe really u dummy taking pic,1
kinsly im pussy honey im home,1
kaaygq sexy bitch hope bout,1
karynhalpin foreskins go circumcise guy foreskin fairy takes put pillow,0
kashstackz yall confused days somebody put hoe dress,1
katefrancesss majority news feed people arguing means redneck vermontproblems,1
kattwilliams hoe without sex ask girls texting alotta niggas time,1
kaycimalynn im pro losing followers people cant handle excessive use work cunt mines cause say fuck,1
keauram whitegoddesss repost kush blunt convos simple minded ho made pic bet,1
kevhoeee couldnt trust homies could trust hoesyou cant lol,1
kikclean brah wiz cheated hair like dyke uh duh,0
kingdakkar hoes control,1
kingsm howard elbow bosh bosh fight back dont got mcbob bird ud,0
kinggki im drunk im bout bitchneed ride,1
kxngjase versace versace talk shit twitter bitch blocked mebremarie,1
kyariesda ginobli dropping bitches like delta line,1
lodmtpapi clingy girlfriends best stop lying hoes bro shit annoying,1
lakeshorejohnny eliot pussy mmmmmether,1
lanaecuteass bitch bad shes puerto rican song,1
laneishaaaa thompsonera pretty boy face awee thanks faggot,1
lastwordevan inning half away alex rodriguez eligible play thought yankees mlb omg feel ulcer,0
layaface brooklyn bound wit money feelin like yung jeezy bitch lmaoooo,1
leelucas maxnostalgia bitch ima shake til cant nomo,1
leelucas fuck ugly lol show teeth bitch fuck u,1
leelucas lol cool son know grandma bald mouthshe got teeth hoe,1
leelucas mo bitch special ed darlene backatown gn,1
leelucas darwinjames cant fit small ass street sonbitch know happen last time onyur st,1
leelucas going dumb essay bitch sad,1
leelucas fucked th gradeyeah bitch wants fight yo dawg ass,1
leelucas yall tl need sleep yall got school tomorrow bitch got straight ion need go,1
legendarye dont een tryna disrespectful say bitch term like bruh son,1
leggsmania phenomenalro gone leave hoe,1
leggsmania next time see bitch im beating ass job lol,1
leslieeeixta vikyfdez fuck bitch get mi house,1
lesterrnem bad bitches thing like,1
lickmywhooooop vintagemonroe justdoitslow aint bundles soooo nopeit bitch happy hosting,1
lilreese yu cant get money yu silly hoe,1
livefromthea niggaz bitches hiding behind gangs aint,1
longmoneytonyy vintagemonroe dont say shit else stfu bitch lot twitter shit come see,1
lopezwhs niggas talk bitches days,1
lopezwhs little stupid ass bitch aint fuckin,1
lovelifeest seriouslee aint gone lie amp old heads say see figured nah retarded,1
lovelifeest lmao west amp aero sound young af talking bout hoes n weed n shit finesseiam brah gotta listen shit,1
luaboo niggas long ass monkey arms make best cuddle buddiesso heard ahaha female told,1
mrx sometimes hate az amp sometimes love depends time year guess amp dumb bitches live,1
milfchronicles dudes shaving without athletic purpose gay af youre retarded,1
mj bcarter hes eating cuz hes women cant cook u gotta get rid hoe,1
mrad im going miss bitches much far right resting ol girl booty yall funny shit,1
mrad bitch fat ass way live u young shit gonna get old tho lot dents,1
maratheemodel iamkiddphila marcus bitch ass heartofahustlah aint loyal team hopping ass,1
maratheemodel hoe fax type yo bitch number google see pops back page thank heartofahustlah,1
madisonmum told never fold amp never sell solethey told yu stay school soul autocorrect hoed,1
magssca adriennebailon bitch u tried u deserved every foul word came chris mouth bye hoe,1
majorslander one last shot love shit im dogging hoes drakelistener,1
malikhasanimani bcarter negro wear size im im still growing,1
malikhasanimani bcarter whats good familyin gym looking hoes hit u later,1
mannybdlopez open starburst candy get yellows lmao bruh,0
mannykreamg birthday weekend starts today shut yo hoe ass,1
mariehippy bitch niggas pay hoes lay hoes relax one night youll pay stay hoes,1
marielevisual wardrobe consist mostly leggings yous hoe guilty,1
marlinfishyass sqquad mall yo bitch yo money im getting somethin,1
mattietrump eat lot protein eat lot pussy mattietrumpstipsforabetterlife eat whole ass,1
maxwelllarsen im jakes bitch,1
maxwelllarsen live gay cant afraid two black dicks butt fucking queer,1
mecausemrae lot males need dress real men halloween since yall acting like bitches year,1
medrano want little bitch ima treat like little bitch,1
mickpeddicord water polo fucking hard respect yeah youre pussy,1
mightbekoi satisfiedx troyy edward oss sparkled bitch reality,1
mikediggem kudabrazyy old bitch hoe,1
mikeypdacav love song john doe dope mirandawigley edenbaby faggots,1
mixmommie hate bitches talking shit like clearly youi like bitch wit da red door hoe,1
moffettmm got done last final im walkin around campus like place queer,1
mojolife well im going sleep fag,1
mommemusthaves mmmh daily stories via kristincruz exmoshow yellow amp romyraves luv bling,0
moneyyoung evn hoes silence anymoreproud want respect,1
moneyhighpapi fuck good trip even good dick makes bitch go crazy,1
morgansmith luketurner many hoes thats whypreach,1
mosoknowso photographer doesnt back story started pussy believethat cantknockthahussle,1
mrdelightfullll ive sounded like fag last days emotions inspiring,1
msfoxybaby imaddictedto girls w fat pussy slim waist fat ass n innocent smiles truuuuuu,1
mutateroos seminoles redskins kseminole tribe got agreement themfsu pay use name,1
mydicksuckthat pussy wet,1
myfishdied dammn weed potheads annoying af twitter weed pot thing faggot,1
nadixo joelxmontoya im dreaming e must fucked,1
nayminajxo skinnybee lmao bitch listening gospel music w liquor hand weaaakkklmfaooooooooo crying,1
neebaddazz amanda bitch ass eva cheat fizz fine ass ion geddit theres nigga looks thought yall knew dat,1
neiallure amp feel disrespected bitch try suck dry lips,1
nellyflexin yall bitches switch roo niggas hell,1
nihaorocky rt drtruth yall hype bread loaf chick im chill dyke rapper,1
niggaimtatted cowboys win games regular season get playoffs trash af lol hating ass nigga,1
niggaimtatted bitches really waveshaq got hoes,1
niggaimtatted niggas want good girl still wanna fuck hoes aint gone work gotta pick one boy stfu,1
nigggapino splash onna bitch wednesday tomorrow,1
nikedownluis vintagemonroe damn browniesi swear lmao,1
nochillpaz mom dont call girl bitch thats somebodys daughtersisterniece somebodys bitch,1
nochillpaz white kids favorite activities calling people niggers xbox fucking pet shooting school,1
nogovy smh bitches haters dare blackgirls jealousy yooo loool,1
norapist throwing lamps bitches need lighten true dat,1
norapist using mx b measure slope ass girl mckinley,1
norapist way fuck ur bitch mckinley,1
norapist way fuck ur bitch mckinley,1
notgrimey bobbybudnic brother faggotsmh,1
notgrimey dnt blame niggas female see ya hoe ass ways go listen jt money fruitcake,1
ogbeard yall bios trash mine pretty good,0
ogeezlouise bout time rt joebudden chicks dont want man want support tell bitch get bra,1
officialzyon pussy stank,1
ohshititsrandy remember bro brianlovesass dont show people,1
ohthatslee uhoh got hoes lol rt verballyabrupt yall found letter car naaah,1
ohhnickharmon shes sending nudes snap chats one guys favorites hoe,1
onstar mondays whole lot better youre driving vehicle white pussy uhhh get ya,1
opticnadeshot longer side bitch prosyndicate zneezygood,1
osmanmasabah spitting people shows werent raised right another words bitch nigga trait victorsmith,1
prayingforhead spongebob beating bitches,1
paigehardesty relationship made two bitches dont know countamen,1
papisez everyone thinks youre unfunny pandering jizzbag automatically troll thatupsdude hate colored folk,1
pharaohjas darkskin girls ugly ass bitch,1
plmpcess fashion world urban means stolen black people ghetto us urban haha,0
poeticallylucky like bitch gotta pretty pussy loose witchcraft,1
postbadbitches white girls u holla nooooo brothas go ugliest bad built hoes ever,1
postbadbitches young hoe mampm pillow,1
prayforjack survived swine flu bird flu west nile bloomberg administration ill finethe abortion survival cant get,0
prettyxeyes fyi favorite type bitches,1
pubesonfleek tweets trash,0
putyahanonit tweetsnochill small titty bitches pierced nipples look like staples lmao,1
quathegreat ready blow bitch rellos,1
queendev whatevaittakes couldnt find anything hold hair let alone put pony inno bitch said post busted pic,1
queendev leave trash u sick,0
quisturntup sqquad iont got typebad bitches thing like aye im living life,1
raleighbeougher dumb beaner,0
ramzyjay try keep bitches lay away way feel,1
rawritstaraa trust bitches nah,1
redheadray wrong get bitch started talking shit yes,1
regularassron aint nothing better life meeting hoe full time jobdont let benefits nigga,1
rellhundo whatevaittakes boney shit right seen em walking street ctfu crib tho lucky nig,1
residimples heard thigh gaps way telling bitch pussy loose,1
residinero jennydalli residinero threw hoes away also threw yo life awaybruhhh,1
residinero tonyjetsfoo lol haha hahahahahahahahahaahah deez nuts bitch,1
residinero hate driving rain drive deez nuts botch mouth hoe,1
retrospidey opinion irrelevant youre cunt sumorerun,1
revdennismiller true nothing shuts libdog bitches like bark anything puntcuncher thats calledpreaching truth,1
rightinherpssy fuck right pussy wish dude grandpa,1
rihannaglfs see bitch talking smack playground,1
rileyybryn devonsheaa want panda express panera big booty hoe,1
rojustdgaf arent tho bro rt landoup hate nosey bitchsome others,1
ronstackin got money guns gold bitches nd stacks nigga fuck net beef shooters get niggas bring dat friday den,1
rspectmypretty bitch comes hope bout slick shit yapping thuggin,1
rudeboidrew im finna eat pussy lmao,1
rudenation girls take snap backs beanies lol thats dollars hat ax beanies dont let take,0
rudepost new breed white girl slammed bitch,1
runyacheckup shanea bitch couldnt pay get dem pregnant fr fam ion see niccas poppin kids,1
ryeordie niggas want pussy aint giving lies dilemma thats cool,1
rylannwilliams woodchuck ravenkiann hahahaha bitch make fall love,1
rylannwilliams buys tattoo wife girl bitch,1
saadthesav bitches saying ray rice got deserved month ago wanted man free,1
salutemyrainbow thatkiduriah bitches like messy bun,1
savingnohoes ask imma eat pussy,1
semlive girl eat mo pussy girl shoulda nigga thats jam,1
semlive leave bitchin bitches,1
smithaaaaaa tatsnsnapbacks last night well fun lmao got pussy didnt ya vern unfortunately lol,1
shawn yall females love yall bum nigga jail bird,1
sair lucky ashit got shawty want niggah tryna keep,1
samjames khalilreed aknadnrye dont get bro bae textin another nigger,1
sarabiaerik accidentally ate pot brownie guess goes pledge drug free life lolz lmao college,0
sexreiationship else thinks lip biting fucking sexymaiapapayyya bitch bite hard put hoe,1
sexmatical kids call nigger xbox,1
sexualmedic feel im throwing trash away everyday school,0
sexualgif makes u wcw amp hoes favorite,1
sexyunderhere females know hoes really coolest chicksall sex asideslmao,1
seymourblanco game fuck yall bitches amp yall attitudes,1
shesoviciouzz might rt warwithgun yall females pussy wet cause cried smh,1
shetwirlsmykan say bitch bad woman good lady better lupe,1
shessoblessed oreos milk,0
shiannealvarez xo maybe cuz putting trust bitch lady maybe fucking song,1
simplyhype kobebryant shut fuck fucking trash nigga work another ring,1
slimthickchicks yellow rock hard,1
smokinonkaya nilaja everybody loves dej loaf cause thats wifey fuck kaya dats bitch,1
sodamntrue live constant fear shit bird well actually fucking happened sooooo,1
sotribekasey surrounded bad bitches cant keep face wheretheyatdoe,1
songokutho dr gero made android destroy da world das sum bitch nigga shit would program girl android gimme sum neck,1
southerngiant kingshelton dumb bitch award goes thats uncle sam,1
southsidevic let girl handcuff bed thinkin gon something freaky bitch went phone,1
southsidevic pussy treated condoms like cars treat seatbelts kept beeping u put,1
stampdenise djsirfreshley almost yrs havent one gf since u fckn hoes huh,1
stevestfler relationship ended life stop whiny bitch,1
stfunobodycare codizzlleee satisfiedx fck like hoe thank ima classy bitch im dead,1
stfunobodycare hate bitches come school musty like tf walk house stank mama aint shit,1
stognerallie jealous bitches like dont subtweet hoe,1
stoneyblu yall big braid gelled baby hair havin bitches look like dashiki dont menace discussion,1
sukasuiti uceina na hoe sittin floor damn couuuuuch birthday feb naa nope,1
sydneysantana treslyon im dead hoe idk felt like flaming lol,1
thqcheerios tropicalblanket go sleep bitchstfu,1
tketterhagen larsmatthews nspan really like like people town everyone else faggot,1
tketterhagen better bitch ass people classes tomorrow,1
tpthree westsideflee kekepalmer damn got wifey fall back nigga dont share hoes,1
tvemike catch girl hoe shit behind back,1
twolvegirl find wanting google yellow king truedetective kidding going,0
tflye wet say trav see got hoes cali send money,1
taecocky bitch childish af one sisters wouldve crash,1
taggs nigeldixon caliboy nigel dont think knows dumb smart shut bitch ass,1
tedofficialpage fucked bitch left like,1
teelaydee justkarahn whatido yasss bitch get paid tho long dnt act crazy,1
teenaaasty half yall hoes still got nut yall baby hairs shut,1
terrenjanay nobody wants bum except bum bitches,1
thareallilwang ur ex girlfriend slut fr f dat hoe,1
thadisreal ladies nigga always wanna go party every weekend basically side hoe shopping,1
thatdamntwerk gonna take rt drtruth hoes gonna let come spend money themlisten,1
thatdamntwerk beef bitch titties looking like sleep rt laidback whats beef,1
thatirvnation today long practice bitch wasnt,1
thatindianbruh food gt pussy pussy food food pussy,1
thedevonclarke swear see snow tomorrow bruhh sound like basic white bitch,1
thedukeknight typical hoe costumes cat nurse bunny police officer,1
thefatamy uh excuse bitch dont need shout laurasimpson jdjohnson,1
thefunnyvine red neck ice bucket challenge must sip redneck,0
themanoncampus vsamone hawtyyy smoking skating twerkingim innat hoeyas,1
therealmfast hate shit like yall bitches think thats cute clothing violation,1
therealtenski miss ex pussy,1
therealtootie smoke like backwoods day cop dem bitches da box woe,1
thesportsdiva adam jones homers yankees lead guy monsta,0
thequeentommy savanigga already going look side hoes daddy walk room,1
tinnytimm u r gey af youre boy im glad im close dumb bitch guys say love,1
tinypinkisboss cant stand playin ass niggabitch,1
tomtimes making weed brownies tonight goin slide batch relo,0
tooeffincool hoes love oomf lol,1
torijberman lover old bitch,1
torijberman shavonne ballet middle street last night fell bitch wasnt ballet,1
traceydee want pussy dinner,1
trapfuhrer nudes trash gotta draw clothes back send em back,1
tremelvin hoes like omg love new comb thought perro,1
trillogmalik vintagemonroe knee asscrow ass,1
trillogmalik vintagemonroe slut hoethot whore,1
trillvanillaaa feel like twerking yo pussy stank,1
tripleogi kanye might first nigga successfully save hoelol original tweet,1
truth miami keepernot hard find hoes like brain wrestle,1
tryhardsilva quote weezy verse im diamond rough like baby trash,0
tryhardsilva quote weezy verse youre like bitch ass aint got shit,1
tvvitterfamouse ugly af stick one rt cannon new avi trash nah,1
tweetmetfout goofy rt viridoesitt goofy niggas simp chicks community pussy,1
twittahcween always tryna degrade girlsampshit reallypussyampass almost yall think shuuutt iittt sometimes,1
tylawson fk im never wearing headband either dont hoop like lil bitch tho,1
tyga aint hoe,1
tylar single shit boring suck bitch,1
uccrushes trenton gossman sexiest hillbilly ever seen,1
utragers colt mccoy wins hookem hes still trash,0
ucfgawd crying guy thanksgiving nah bitch pick head making turkey soggy thanks ashanni pats turkey dry,1
unlikesociety good pussy making nigga regroup pull get thoughts together,1
unbearabletier ate oomf pussy,1
untouchablet ion care none bitches,1
untouchablet never seen many perfect bitches til made twitter,1
vinnyguadagnino im boss ass bitch bitchbitchbitchbitchbitchbitch sarahninjaginga,1
vabtwin vivalaquintaa agreed eating pussy much betterthey nasty,1
vishaldagod fuck wcw dats bitch crush,1
weeedith want bitches big boooty bitches,1
worstraplyrlcs trash,0
wavygodd dont like ghetto female,1
weakassdrex jennifer hudson lose weight anybody fat ass hoes,1
weirdlilthingz stop giving nigga pussy stop actin like care true totally,1
whaletail wanna go workout come back home lay bed jerk kill two birds one stone,1
whattheffacts orangutan tried sex actress julia robertssmart monkey,1
whoscherry ever met bitch fucked nigga pussy admit bitch bitch,1
willyc urbie singlebecause ill find cute hoosier date next year tgold connorbradley,0
woochamberlain made interview bitch finessed huh lol,1
worldstarfunny dont love hoes ilovebamf,1
wowitsdylan fuck bad bitch id rather good girl whos freak times,1
xenoss single af dont care youre ugly anyways pussy,1
xenoss dont love hoes,1
yaboyroshi try smash pussy stank,1
yankees yankees red sox scoreless play nd inning bambino watching,0
yankees alfredo aceves relieve ccsabathia th yankees needs go away gas,0
yattabing cavs trash heat trash smhpat gotta make trades,0
yeridzee im bitch like vikyfdez lol sorry sorry tried give hint didnt want speak idc,1
youregayif jarred shut faggotset,1
yummy oreo ice cream cake,0
yungethiopian got natural mean face havin mean mugs ion even knowin bitch shut fuck upright,1
zeecobb want birthday female large buttocks big booty hoe,1
zvckslvtr sister shittin hos vsamone wodeh bout dat action,1
kane lmaooo find shit funny yall hoes aint content working one nigga boring,1
everslim u look like cotton picker tho rt kbthree put field work damn dee got jokes,1
beautifulkeezy beautifulkeezy wassupbyebitch outta order,1
beautifulkeezy bitch lying messy yess,1
beautifulkeezy alyssa ignoring bitch better text back cause im serious fuck u smokey,1
beautifulkeezy im put sooooo much nut fucking mouth gts frfr bitch yu nasty,1
beautifulkeezy im winning bitch,1
beautifulkeezy boy told lyssa make yes bitch need em,1
beautifulkeezy hoes playing w like wont send baby cain niggah yesss messy,1
bitchbuh shoot nigga shorty bitch,1
bucketsmcnasty iz point jealous cuz dee hoes everybody bucketsproverbs,1
bunnycocaine oomf hoe hopper,1
ciaraaas things love weed pussy life,1
cocakoula oomf fake bitch ass nigga point blank period smh shittttttt,1
derooo viridoesitt lose sweetyou aint lose hide lmfao viri tryna smoke hoe self boy,1
dmill blackmigo kyrie fast bitch ball look like lollol wish,1
dominiquecs thompsonera hahaha much thottie never fear captain saveathot save hoe,1
georjay zoeboi happy birthday little bitch bofl made laugh read,1
imtrillasfuk snap chat names please bitch snapchatt,1
jamal hoes aint loyal aint,1
jiare wbpoohx bitches yeah dont know probably party,1
kingcorey got giggles im fag aint gon lie lol,1
kingrichyyyy noflyzone sqquad bitchthey need lock yo ass sayin stupid shit like,1
leyahhhh one likes n r e c ass bitches,1
lovecarolina lakers going trash season cant wait,0
onebadcreation boyfriends thatll eat yo pussy day long ur da real mvp,1
ottomattic make salad vegetables bitch give break potato salad,1
perarl im happy morning shave pussy cuteness always sets good dayu need dick,1
playachris laughing ex tryna stunt bitch forgot went know got amp dont got,1
sickwitit wish tonight purge get hunting shut yo hoe ass,1
thecrownedhead tell yall im trying turn bayou classic drinker bitch got id,1
withfinesse shanea lol got rose dat nicca tho never forgetlol yee trippin,1
bino looking nip rings cant wait change mine lmao,0
blackjesus lilaerii happy new year check yo clock hun got another hour lolthey lil count thing,0
iamannay bitch gotta work hard clean shit without ripping skin lmaosjdusubejs,1
idonthaveone friends insensitive bitches,1
lilboodyjudy im tryna get snow day dick gon make nicca wreck tryn pull ya,1
neecol like tf bitch following,1
tamm voiceofdstreetz cuz hoe lol cuz went lil rant man,1
tamm voiceofdstreetz wasnt hoe azz boi im sniff sniff sorry sniff sniff,1
austinnn satisfiedx u mr bitches stop calling balled,1
iamjazz ion eat cat bitch gay,1
kiante sqquad iont got type bad bitches thing like ayeee throw ass sphere,1
marshe niggas hoes man swear,1
nijel hoe mimi said hurt hand bitch throat,1
tharealist dis hoe bri fuck wet dream pop dream like,1
tharealist voiceofdstreetz u hoe broski u gotta look dat shit,1
tharealist lil bitty bitch lingo,1
tharealist shawty wanna charge pussy im like whoa turnt cash use fuck free,1
ajoyaaa victor amp shawn legs dont hurt jigg every damn night,1
chanaee lol someone told hoes sent,1
chelousmuch bitch im weakkk vic,1
chrisbrazell fuck girls peep change nigga squared bitch ass,1
getmeauxmoney nobody cares kirk bosley noi care bout cousin hoe,1
hellmel men hop feelings much quicker women hop ya bitch,1
heyshelby bitch im bitch im griiind thug luuuuuuv,1
honeysays phone charging backwards retarded,1
imshawntee want pussy wishfulthinking,1
kbhicks thekaosyatti fb hoe loldamn next time nicer lmfao,1
mahoganylov right rt kingdominicus idk one selling pussy thats way high,1
nicolehayley thompsonera ahhh know smart donny yes rt yass im glad speak mind faces hoes,1
tellmeboutlove gave bitch bib since wanna act messy,1
